state,district,floor-num,type,property-type,transaction-date,lot-size,bldg-size,size,report-date,price,ppm,address,scheme,tenure-type,tenure-period,bedroom-num
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,13/4/2011,0,151,151,16/6/2011,520000,3444,"20-3, JALAN DUTAMAS RAYA ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,29,condo,Condominium/Apartment,20/5/2011,151,151,151,25/7/2011,505000,3344,"19-3,JLN DUTAMAS RAYA SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,,condo,Condominium/Apartment,29/3/2011,93,93,93,3/6/2011,350000,3763,"5-12,JALAN DUTAMAS RAYA ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,31/1/2011,88,88,88,7/7/2011,350000,3977,"3A-2,JLN DUTAMAS RAYA SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,20/4/2011,75,75,75,29/6/2011,308000,4107,"12-9,JLN DUTAMAS RAYA SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,22/11/2010,79,79,79,29/9/2011,300000,3797,"11-10 (PARCEL NO),JLN DUTAMAS RAYA SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,3/5/2011,79,79,79,19/7/2011,295000,3734,"1-4,JLN DUTAMAS RAYA SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,3/6/2011,76,76,76,16/8/2011,295000,3882,"8-7,JLN DUTAMAS RAYA SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,24/1/2005,93,95,95,11/7/2011,287800,3029,"18-12,JLN DUTAMAS RAYA SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,15/12/2010,90,90,90,31/5/2011,285000,3167,"6-1,JLN DUTAMAS RAYA SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,,condo,Condominium/Apartment,5/5/2011,0,79,79,14/9/2011,278000,3519,"1-10, ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,14/1/2011,79,79,79,11/3/2011,272000,3443,"1-8,JLN DUTAMAS RAYA SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,,condo,Condominium/Apartment,15/9/2010,79,79,79,6/1/2011,270000,3418,"3A-10,JALAN DUTAMAS RAYA ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,31/1/2011,74,74,74,7/7/2011,250000,3378,"3-9, JALAN DUTAMAS RAYA ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,19,condo,Condominium/Apartment,30/12/2010,79,79,79,1/4/2011,245000,3101,"5-4,JALAN DUTAMAS RAYA,SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,,condo,Condominium/Apartment,29/12/2009,82,82,82,19/8/2011,243000,2963,"16-8, ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,31/12/2009,183,151,151,30/9/2011,240000,1589,"21-3, JALAN DUTAMAS RAYA ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,6/10/2010,74,74,74,9/2/2011,240000,3243,"6-3, JALAN DUTAMAS RAYA ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,22/6/2010,75,75,75,18/8/2011,237000,3160,"18-3,JLN DUTAMAS RAYA SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,24/11/2010,0,74,74,1/6/2011,235000,3176,"1-7, JALAN DUTAMAS RAYA ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,10/2/2009,75,75,75,21/6/2011,234000,3120,"18-9,JLN DUTAMAS RAYA SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,13/10/2010,75,75,75,15/8/2011,230000,3067,"9-5,JLN DUTAMAS RAYA SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,16/6/2010,75,75,75,17/8/2011,230000,3067,"17-5,JLN DUTAMAS RAYA SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,18/1/2011,74,74,74,2/6/2011,230000,3108,"3-3, JALAN DUTAMAS RAYA ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,22,condo,Condominium/Apartment,26/11/2007,76,76,76,21/6/2011,229060,3014,"17-7,JLN DUTAMAS RAYA, OFF JLN SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,,condo,Condominium/Apartment,13/10/2004,93,93,93,17/6/2011,226800,2439,"8-11,JLN DUTAMAS RAYA ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,26/11/2007,90,90,90,21/6/2011,221160,2457,"13-1,JLN DUTAMAS RAYA SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,27/9/2010,74,74,74,26/1/2011,217000,2932,"1-3,JLN DUTAMAS RAYA SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,,condo,Condominium/Apartment,18/11/2004,93,93,93,23/9/2011,216800,2331,"5-12,JALAN DUTAMAS RAYA ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,13/10/2004,90,90,90,6/6/2011,205800,2287,"6-1,JLN DUTAMAS RAYA SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,19/9/2007,173,173,173,20/6/2011,116679,674,"19-5,JLN DUTAMAS RAYA, OFF JLN SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,19/9/2007,169,169,169,28/6/2011,116679,690,"20-1,JLN DUTAMAS RAYA SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,19/9/2007,90,90,90,20/6/2011,116679,1296,"18-1,JLN DUTAMAS RAYA SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,19/9/2007,90,90,90,21/6/2011,116679,1296,"17-1,JLN DUTAMAS RAYA SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,19/9/2007,80,82,82,20/6/2011,116679,1423,"13A-8,JLN DUTAMAS RAYA, OFF JLN SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,19/9/2007,82,82,82,20/6/2011,116679,1423,"13-6,JLN DUTAMAS RAYA, OFF JLN SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,19/9/2007,82,82,82,20/6/2011,116679,1423,"13A-8,JLN DUTAMAS RAYA, OFF JLN SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,19/9/2007,80,80,80,20/6/2011,116679,1458,"15-4,JLN DUTAMAS RAYA SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,19/9/2007,76,76,76,20/6/2011,116679,1535,"16-7,JLN DUTAMAS RAYA, OFF JLN SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,19/9/2007,76,76,76,21/6/2011,116679,1535,"15-7,JLN DUTAMAS RAYA, OFF JLN SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,19/9/2007,75,75,75,20/6/2011,116679,1556,"13-9,JLN DUTAMAS RAYA, OFF JLN SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,19/9/2007,75,75,75,20/6/2011,116679,1556,"12-5,JLN DUTAMAS RAYA, OFF JLN SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,19/9/2007,75,75,75,20/6/2011,116679,1556,"12-3,JLN DUTAMAS RAYA, OFF JLN SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,19/9/2007,75,75,75,20/6/2011,116679,1556,"15-3,JLN DUTAMAS RAYA, OFF JLN SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,19/9/2007,75,75,75,20/6/2011,116679,1556,"16-5,JLN DUTAMAS RAYA, OFF JLN SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,18,condo,Condominium/Apartment,19/9/2007,75,75,75,21/6/2011,116679,1556,"15-5,JLN DUTAMAS RAYA SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Batu,,condo,Condominium/Apartment,15/5/2010,79,79,79,24/12/2010,115000,1456,"12-10,JALAN DUTAMAS RAYA,SEGAMBUT ",ANGGUNPURI CONDO ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,23/8/2011,85,86,86,22/9/2011,290000,3372,"A-23A-1,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,18/3/2011,86,86,86,29/4/2011,289000,3360,"C-13-02,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,16/6/2011,86,86,86,30/6/2011,285000,3314,"C-6-9,OFF JLN CONNOUGHT ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,condo,Condominium/Apartment,25/5/2011,86,86,86,10/8/2011,280000,3256,"C-13A-05,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,15/8/2011,86,86,86,13/9/2011,275000,3198,"C-08-08,JLN PUNCAK GANDING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,condo,Condominium/Apartment,22/8/2011,86,86,86,6/9/2011,273000,3174,"C-13-01,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,8/6/2011,86,86,86,12/8/2011,264000,3070,"B-22-10,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,5/4/2011,0,86,86,5/8/2011,260000,3023,"C-6-9,OFF JLN CONNOUGHT ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,10/3/2011,86,86,86,4/4/2011,260000,3023,"B-18-06,JLN PUNCAK GADING, ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,14/2/2011,98,86,86,12/4/2011,260000,3023,"B-9-2,JALAN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,2/3/2011,86,86,86,13/4/2011,258000,3000,"B-18-8,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,condo,Condominium/Apartment,12/4/2011,86,86,86,25/4/2011,258000,3000,"C-15-3, 15F,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,29/4/2011,86,86,86,12/5/2011,258000,3000,"B-22-05,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,20/4/2011,86,86,86,7/9/2011,258000,3000,"B-27-2,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,condo,Condominium/Apartment,30/5/2011,86,86,86,16/6/2011,256000,2977,"B-23-12,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,22/2/2011,86,86,86,28/4/2011,255000,2965,"B-15-7,OFF JLN CONNOUGHT ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,19/4/2011,86,86,86,27/6/2011,255000,2965,"A-26-08,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,29/3/2011,86,86,86,16/8/2011,255000,2965,"B-26-8,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,14/7/2011,86,86,86,24/8/2011,255000,2965,"B-28-07,OFF JLN CONNOUGHT ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,4/3/2011,86,86,86,11/4/2011,253000,2942,"B-12-02,OFF JLN CONNOUGHT ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,18/3/2011,86,86,86,27/4/2011,253000,2942,"C-8-9,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,14/1/2011,86,86,86,18/1/2011,250000,2907,"B-21-01,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,8/12/2010,86,86,86,27/1/2011,250000,2907,"C-26-6,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,27/10/2010,86,86,86,23/2/2011,250000,2907,"C-22-2,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,9/12/2010,86,86,86,3/3/2011,250000,2907,"A-13A-3,JLN PUNCAK GADING, ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,14/2/2011,86,86,86,7/3/2011,250000,2907,"C-10-5,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,2/3/2011,86,86,86,27/5/2011,250000,2907,"C-20-10,JLN PUNCAK GADING, ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,10/5/2011,86,86,86,12/7/2011,250000,2907,"C-17-02,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,5/5/2011,86,86,86,12/9/2011,250000,2907,"A-10-6,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,15/11/2010,86,86,86,10/1/2011,248000,2884,"B-7-10,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,22/2/2011,86,86,86,7/4/2011,248000,2884,"B-28-9,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,5/5/2011,86,86,86,15/7/2011,248000,2884,"C-16-9,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,8/3/2011,86,86,86,9/5/2011,246000,2860,"A-10-2,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,23/2/2011,0,86,86,1/4/2011,245000,2849,"B-10-03,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,25/10/2010,86,86,86,8/2/2011,245000,2849,"B-25-3A,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,5/1/2011,86,86,86,8/3/2011,245000,2849,"C-19-09,JLN PUNCAK GANDING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,25/2/2011,86,86,86,1/4/2011,245000,2849,"B-11-01,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,26/4/2011,86,86,86,30/5/2011,245000,2849,"C-27-08,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,21/6/2011,86,86,86,6/7/2011,245000,2849,"C-21-6,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,20/5/2011,0,86,86,8/6/2011,243000,2826,"C-28-8,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,8/2/2011,86,86,86,14/4/2011,240000,2791,"B-13A-5,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,11/1/2011,86,86,86,19/5/2011,240000,2791,"C-16-05,JLN PUNCAK GADING, ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,10/5/2011,86,86,86,22/8/2011,240000,2791,"C-28-09,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,1/12/2010,86,86,86,17/1/2011,239000,2779,"C-13A-06,JLN PUNCAK GADING, ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,31/5/2011,86,86,86,22/7/2011,239000,2779,"C-28-A,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,11/2/2011,0,86,86,24/3/2011,238000,2767,"C-23A-3A,OFF JLN CONNOUGHT ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,22/2/2011,86,86,86,9/3/2011,238000,2767,"C-23A-09,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,22/4/2011,86,86,86,5/7/2011,238000,2767,"C-28-07,JLN PUNCAK GANDING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,24/12/2010,86,86,86,5/1/2011,236000,2744,"C-11-01,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,31/1/2011,86,86,86,23/5/2011,235000,2733,"A-27-7,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,1/7/2011,86,86,86,24/8/2011,230000,2674,"C-15-9,JLN PUNCAK GANDING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,4/12/2010,86,86,86,14/2/2011,215000,2500,"B-9-5,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,26/4/2011,86,86,86,28/6/2011,200000,2326,"A-8-3A,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,,condo,Condominium/Apartment,12/1/2007,86,86,86,30/6/2011,181418,2110,"C-27-05,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,22/12/2006,86,86,86,15/6/2011,181000,2105,"C-27-3A,JLN PUNCAK GANDING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,,condo,Condominium/Apartment,12/12/2006,86,86,86,27/5/2011,180000,2093,"C-25-05,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,3/12/2010,86,86,86,16/3/2011,165000,1919,"B-22-07,OFF JLN CONNOUGHT ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,,condo,Condominium/Apartment,14/4/2003,86,86,86,15/4/2011,162000,1884,"A-25-05,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,28/7/2003,86,86,86,9/8/2011,161250,1875,"B-25-05,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,condo,Condominium/Apartment,2/10/2002,86,86,86,12/9/2011,160250,1863,"A-20-02 NO 5,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,,condo,Condominium/Apartment,31/5/2004,98,98,98,21/6/2011,160000,1633,"A-27-1,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,30/10/2006,86,86,86,25/2/2011,160000,1860,"C-7-9,OFF JLN CONNOUGHT ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,30/8/2006,86,86,86,30/9/2011,160000,1860,"A-19-6,JLN PUNCAK GADING, ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,11/8/2003,98,98,98,12/7/2011,159250,1625,"A-23-06,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,,condo,Condominium/Apartment,18/9/2003,86,86,86,19/7/2011,159250,1852,"A-23-05,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,9/4/2003,0,86,86,4/4/2011,158500,1843,"B-28-03,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,23/9/2002,86,86,86,20/5/2011,155750,1811,"A-13A-2,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,,condo,Condominium/Apartment,6/8/2003,86,86,86,28/4/2011,155250,1805,"A-16-3A,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,condo,Condominium/Apartment,16/10/2002,86,86,86,15/4/2011,155000,1802,"A-13-1,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,12/11/2003,98,98,98,30/6/2011,153500,1566,"B-12-12,OFF JLN CONNOUGHT ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,10/8/2003,98,98,98,6/7/2011,153500,1566,"A-11-7,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,30/9/2002,98,98,98,5/8/2011,150000,1531,"A-9-6,JLN PUNCAK GADING, ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,,condo,Condominium/Apartment,9/10/2002,86,86,86,16/6/2011,149000,1733,"C-22-10,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,,condo,Condominium/Apartment,9/9/2002,86,86,86,28/6/2011,149000,1733,"C-22-03,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,11/8/2003,98,98,98,6/6/2011,146250,1492,"C-05-08,OFF JLN CONNOUGHT ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,27/1/2003,86,86,86,4/4/2011,145750,1695,"B-11-08,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,11/9/2002,86,86,86,20/5/2011,144250,1677,"B-9-3A,JALAN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,,condo,Condominium/Apartment,17/9/2002,86,86,86,1/4/2011,143750,1672,"C-15-3A,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,10/10/2007,86,86,86,15/9/2011,143000,1663,"B-03-08,JLN PUNCAK GADING, ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,28/3/2003,86,86,86,27/5/2011,142750,1660,"B-7-9,JALAN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,30/7/2003,86,86,86,15/9/2011,140828,1638,"C-13-9,JALAN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,31/12/2008,86,86,86,5/1/2011,139725,1625,"A-16-7,OFF JLN CONNOUGHT ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,,condo,Condominium/Apartment,13/9/2002,86,86,86,1/4/2011,139250,1619,"C-09-12,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Mukim Petaling,29,flat,Flat,23/9/2010,86,86,86,22/12/2010,90000,1047,"A-18-02,JLN PUNCAK GADING ",ANGKASA CONDOMINIUM ,Kekal,,3
Kuala Lumpur,Kuala Lumpur Town Centre,32,condo,Condominium/Apartment,28/3/2011,225,225,225,1/4/2011,1500000,6667,"20-36/1,JLN SAHABAT ",ANGKASA IMPIAN ,Pajakan,84,3
